StateNme,code,year,export50,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Venezuela,101,2000,86.08575944569013,3.0,0.0,101,1.0,28.0,101.0,3.0,101.0,3.0,101.0,2.0,101.0,2.0,,2.0,0.0,50.42165203172218,3111.6327625683057,0.577,9.295,91.231,1.0,32.871145975795194,35.68713735136055,36.69104959565131,2.2294766211734074,0.9095798201511706,1.077835855527747,2.0
Yemen People's Republic,680,2000,,0.0,1.0,,,4.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,50.42165203172218,436.502,0.269,2.362,73.8,1.0,32.871145975795194,35.68713735136055,36.69104959565131,0.8595087177751706,0.13134063675187377,-0.1589643569579584,1.0
Algeria,615,2001,97.62207711840335,4.0,0.0,615,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,42.06377429469495,1534.2477260273974,0.325,9.2,83.429,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.2192034840549946,0.4346195033231767,0.5697676787942317,1.0
Angola,540,2001,,8.0,0.0,540,0.0,0.0,540.0,2.0,540.0,2.0,540.0,7.0,540.0,7.0,,,1.0,42.06377429469495,742.0150684931507,0.159,2.814,73.75,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.0346069586921973,-1.0020640125186968,0.12414325318814351,0.0
Azerbaijan,373,2001,91.32828868380794,11.0,0.0,373,0.0,8.0,373.0,2.0,373.0,2.0,373.0,4.0,373.0,4.0,,1.0,0.0,42.06377429469495,300.1553424657534,0.244,3.915,83.462,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.3648153294427665,0.4346195033231767,-0.3396503150934833,1.0
Congo,484,2001,,4.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,42.06377429469495,248.0,0.158,2.903,78.4,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.0657446850424928,-1.0020640125186968,-0.4261083301813386,0.0
Gabon,481,2001,82.95036301559777,4.0,1.0,481,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,42.06377429469495,262.00000000000006,0.345,10.497,86.714,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.351089502053661,-0.45168576733783894,-0.40160936500985334,1.0
Iran,630,2001,85.20511317771084,1.0,0.0,630,0.0,0.0,630.0,3.0,630.0,3.0,630.0,2.0,630.0,2.0,3.0,2.0,1.0,42.06377429469495,3824.449999520548,0.234,7.799,91.611,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.053995520348361,-1.0020640125186968,1.241585645177682,5.0
Iraq,645,2001,95.0066887098728,2.0,0.0,645,1.0,9.0,645.0,11.0,645.0,11.0,645.0,37.0,645.0,37.0,4.0,2.0,0.0,42.06377429469495,2522.0,0.146,6.035,80.0,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.7975758545494949,0.48395965944824365,0.9185251312101741,6.0
Kazakhstan,705,2001,56.068162930916365,21.0,1.0,705,0.0,10.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,42.06377429469495,841.4902465753426,0.259,9.001,98.333,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.1973356822749484,0.5273711787880445,0.19628906971401233,1.0
Kuwait,690,2001,93.23043312848785,3.0,0.0,690,0.0,4635.0,690.0,2.0,690.0,2.0,,0.0,,0.0,,1.0,0.0,42.06377429469495,2183.543698630137,0.268,42.85,97.889,1.0,50.42165203172218,41.78552410073744,37.07355760684759,3.7577056450437887,1.846968957365824,0.8134431032245323,1.0
Laos,812,2001,,2.0,,812,1.0,3.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,,0.088,2.232,95.429,1.0,50.42165203172218,41.78552410073744,37.07355760684759,0.8028980445190645,0.0026611320130974594,,0.0
Libya,620,2001,,5.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,1427.7246000000002,0.072,14.047,93.111,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.642408849848773,-1.0020640125186968,0.5223681544584579,0.0
Nigeria,475,2001,99.6564978061324,3.0,0.0,475,0.0,12.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,42.06377429469495,2157.497304109589,0.478,1.906,82.75,1.0,50.42165203172218,41.78552410073744,37.07355760684759,0.6450068052320104,0.6007530582217155,0.8048420240204677,1.0
Oman,698,2001,80.55570041954945,3.0,0.0,698,0.0,756.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,955.7775342465752,0.103,21.831,96.667,1.0,50.42165203172218,41.78552410073744,37.07355760684759,3.083330978033059,1.6482403771725496,0.27139368124093455,0.0
Qatar,694,2001,92.43095985703206,4.0,0.0,694,0.0,235.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,42.06377429469495,855.7909735324499,0.02,62.616,98.667,1.0,50.42165203172218,41.78552410073744,37.07355760684759,4.137020836502537,1.456469951010296,0.20610638760159802,1.0
Russia,365,2001,51.81036604904272,49.0,0.0,365,0.0,93.0,365.0,15.0,365.0,15.0,365.0,6.0,365.0,6.0,,,1.0,42.06377429469495,7105.859497260273,0.374,12.862,98.333,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.5542772277126713,1.2546794151412328,1.7805959883502471,0.0
Saudi Arabia,670,2001,89.47096954187307,6.0,0.0,670,0.0,7114.0,670.0,1.0,670.0,1.0,670.0,2.0,670.0,2.0,,2.0,0.0,42.06377429469495,8935.030315576923,0.018,22.472,99.091,1.0,50.42165203172218,41.78552410073744,37.07355760684759,3.1122700898019424,1.8810859293775524,1.9992677462111041,2.0
Syria,652,2001,77.43664571036987,5.0,0.0,652,0.0,9.0,652.0,2.0,652.0,2.0,652.0,4.0,652.0,4.0,1.0,3.0,0.0,42.06377429469495,613.0,0.153,3.874,88.636,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.354287564984804,0.48395965944824365,0.01837402501591372,4.0
Trinidad and Tobago,52,2001,51.89081910082268,2.0,1.0,52,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,134.05419452054792,0.734,17.784,98.5,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.8782991766618955,0.37773247023791245,-0.6809169355804269,0.0
Turkmenistan,701,2001,,7.0,0.0,701,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,155.90136986301368,0.071,6.611,99.111,1.0,50.42165203172218,41.78552410073744,37.07355760684759,1.888734928351441,0.37773247023791245,-0.6216026295893197,0.0
United Arab Emirates,696,2001,91.78319707684402,4.0,0.0,696,0.0,204.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,2540.722,0.026,92.815,95.2,1.0,50.42165203172218,41.78552410073744,37.07355760684759,4.530608264661186,1.4288293641013288,0.9240090224269334,0.0
Venezuela,101,2001,83.04456360852822,3.0,0.0,101,1.0,31.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,42.06377429469495,3174.431041850476,0.533,9.246,91.231,1.0,50.42165203172218,41.78552410073744,37.07355760684759,2.2241910255660335,0.9429637653327574,1.0933745260885555,2.0
Yemen People's Republic,680,2001,94.73885998299072,0.0,1.0,,,3.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.06377429469495,452.87206575342464,0.268,2.479,73.8,1.0,50.42165203172218,41.78552410073744,37.07355760684759,0.9078552530530535,0.0026611320130974594,-0.1403760387014659,0.0
Algeria,615,2002,96.8525631108902,5.0,0.0,615,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,42.388467738015144,1653.0146849315067,0.327,9.553,83.429,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.2568552412878713,0.4346195033231767,0.6196816759252292,1.0
Angola,540,2002,,7.0,0.0,540,0.0,0.0,,0.0,,0.0,540.0,4.0,540.0,4.0,,,3.0,42.388467738015144,905.4410958904108,0.165,3.024,73.75,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.1065804583172865,-1.0020640125186968,0.23922826745184553,0.0
Azerbaijan,373,2002,88.92083001282981,11.0,0.0,373,0.0,10.0,373.0,1.0,373.0,1.0,373.0,4.0,373.0,4.0,,1.0,0.0,42.388467738015144,307.0395890410959,0.241,4.188,83.462,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.4322232930082903,0.5273711787880445,-0.3291320749200331,1.0
Congo,484,2002,,4.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,42.388467738015144,238.0,0.206,2.967,84.6,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.0875513413086848,-1.0020640125186968,-0.4442738356954358,0.0
Gabon,481,2002,83.81784880297026,4.0,1.0,481,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,42.388467738015144,256.00000000000006,0.349,10.512,86.714,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.352517461742255,-0.45168576733783894,-0.4119812553336343,1.0
Iran,630,2002,70.30798978925708,1.0,0.0,630,0.0,0.0,630.0,5.0,630.0,5.0,630.0,1.0,630.0,1.0,3.0,1.0,0.0,42.388467738015144,3616.9205478630142,0.232,8.374,91.611,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.1251316675969516,-1.0020640125186968,1.1965573808380217,4.0
Iraq,645,2002,95.09549144150944,2.0,0.0,645,1.0,2892.0,645.0,1.0,645.0,1.0,645.0,8.0,645.0,8.0,4.0,2.0,0.0,42.388467738015144,2116.0,0.146,5.719,80.0,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.7437939649331793,1.8044273186317992,0.7909699952857557,6.0
Kazakhstan,705,2002,58.296841242214434,22.0,1.0,705,0.0,6.0,705.0,1.0,705.0,1.0,,0.0,,0.0,1.0,,0.0,42.388467738015144,992.578,0.255,9.858,98.333,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.288283308283186,0.3109571970130073,0.2940840568279006,1.0
Kuwait,690,2002,92.4986204166316,3.0,0.0,690,0.0,11112.0,690.0,1.0,690.0,1.0,,0.0,,0.0,,1.0,0.0,42.388467738015144,2026.551095890411,0.281,44.682,97.889,1.0,42.06377429469495,44.957964688144095,38.30273081735835,3.7995707359565634,1.9125576719762434,0.7603314562489724,1.0
Laos,812,2002,,2.0,,812,1.0,2.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,,0.091,2.342,95.429,1.0,42.06377429469495,44.957964688144095,38.30273081735835,0.8510052651755257,-0.17539970459416257,,0.0
Libya,620,2002,,5.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,,0.0,,0.0,,,0.0,42.388467738015144,1374.88047,0.072,14.246,93.111,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.656476165556162,-1.0020640125186968,0.4978237882560278,0.0
Nigeria,475,2002,94.03746348536669,3.0,0.0,475,0.0,11.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,42.388467738015144,1951.110821917808,0.478,2.147,82.75,1.0,42.06377429469495,44.957964688144095,38.30273081735835,0.7640715188966439,0.5660156812723225,0.733660658551995,1.0
Oman,698,2002,77.47155182848815,3.0,0.0,698,0.0,5087.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,897.3775342465752,0.15,22.4,96.667,1.0,42.06377429469495,44.957964688144095,38.30273081735835,3.109060958860994,1.8547261629723293,0.23394687741158643,0.0
Qatar,694,2002,89.30488176700362,4.0,0.0,694,0.0,4962.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,801.6554637813408,0.019,65.921,98.667,1.0,42.06377429469495,44.957964688144095,38.30273081735835,4.188457055389067,1.8526716139365214,0.16824023081714853,0.0
Russia,365,2002,52.48838158526671,49.0,0.0,365,0.0,78.0,365.0,17.0,365.0,17.0,365.0,6.0,365.0,6.0,,,1.0,42.388467738015144,7754.790855616438,0.35,13.617,98.333,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.611319012142438,1.2104578130282138,1.8627251263049946,0.0
Saudi Arabia,670,2002,89.63268194567097,6.0,0.0,670,0.0,7622.0,670.0,1.0,670.0,1.0,,0.0,,0.0,,2.0,0.0,42.388467738015144,8206.500315576923,0.018,22.673,99.091,1.0,42.06377429469495,44.957964688144095,38.30273081735835,3.1211747892445056,1.8862107019273686,1.9167818346598493,2.0
Syria,652,2002,72.16647493678697,5.0,0.0,652,0.0,9.0,,0.0,,0.0,,0.0,,0.0,1.0,3.0,0.0,42.388467738015144,677.0,0.15,4.175,88.636,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.4291143583028187,0.48395965944824365,0.0728071115266257,4.0
Trinidad and Tobago,52,2002,60.082971131921234,2.0,1.0,52,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,154.2251287671233,0.743,19.137,98.5,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.951623633927928,0.23074012503401078,-0.6259169471266949,0.0
Turkmenistan,701,2002,,9.0,0.0,701,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,165.26027397260273,0.071,7.003,99.111,1.0,42.06377429469495,44.957964688144095,38.30273081735835,1.9463386286733806,0.23074012503401078,-0.5981541769416051,0.0
United Arab Emirates,696,2002,55.72610899549457,4.0,0.0,696,0.0,1321.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,2366.26,0.024,91.326,95.2,1.0,42.06377429469495,44.957964688144095,38.30273081735835,4.514435522525584,1.7202813024404637,0.8716319111936202,0.0
Venezuela,101,2002,80.11915392477631,3.0,0.0,101,1.0,27.0,101.0,1.0,101.0,1.0,,0.0,,0.0,,2.0,0.0,42.388467738015144,2975.0873521917806,0.5,8.919,91.231,1.0,42.06377429469495,44.957964688144095,38.30273081735835,2.1881838326840706,0.8974578040995648,1.0431865071403292,2.0
Yemen People's Republic,680,2002,93.2586484850577,0.0,1.0,,,8.0,,0.0,,0.0,,0.0,,0.0,,,0.0,42.388467738015144,456.8481808219177,0.268,2.615,73.8,1.0,42.06377429469495,44.957964688144095,38.30273081735835,0.9612640975168864,0.4346195033231767,-0.1359402331044711,0.0
Algeria,615,2003,98.0418496791982,6.0,0.0,615,0.0,7.0,615.0,1.0,615.0,1.0,,0.0,,0.0,1.0,,2.0,47.75407937290903,1826.281424657534,0.333,10.069,83.429,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.309461396933478,0.37773247023791245,0.6877079094772216,1.0
Angola,540,2003,,7.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,47.75407937290903,869.5630685,0.178,3.178,88.625,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.1562520681145243,-1.0020640125186968,0.21544074165460733,0.0
Azerbaijan,373,2003,86.00897294132177,11.0,0.0,373,0.0,5.0,373.0,3.0,373.0,3.0,373.0,9.0,373.0,9.0,,1.0,0.0,47.75407937290903,307.9339726027397,0.239,4.531,83.462,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.5109426656850011,0.23074012503401078,-0.3277790665927892,1.0
Congo,484,2003,,4.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,217.0,0.255,2.997,84.6,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.0976117883345262,-1.0020640125186968,-0.48444056816611375,0.0
Gabon,481,2003,88.37102638276536,4.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,47.75407937290903,273.99999999999994,0.349,10.81,86.714,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.3804716316511167,-1.0020640125186968,-0.3814071658312068,1.0
Iran,630,2003,79.4780554871552,1.0,0.0,630,0.0,0.0,630.0,2.0,630.0,2.0,630.0,4.0,630.0,4.0,3.0,1.0,0.0,47.75407937290903,4083.606575739726,0.232,9.113,91.611,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.2097019655139896,-1.0020640125186968,1.2952147713033453,4.0
Iraq,645,2003,,2.0,0.0,645,0.0,136000.0,645.0,1.0,645.0,1.0,645.0,32.0,645.0,32.0,4.0,2.0,0.0,47.75407937290903,1344.0,0.186,4.943,65.535,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.597972434324822,2.032382528261137,0.48313853994751643,6.0
Kazakhstan,705,2003,61.221035562511815,22.0,1.0,705,0.0,5.0,,0.0,,0.0,705.0,1.0,705.0,1.0,1.0,,0.0,47.75407937290903,1080.63777260274,0.25,10.801,98.333,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.379638722436337,0.23074012503401078,0.34583207109403374,1.0
Kuwait,690,2003,93.4376463361072,3.0,0.0,690,0.0,62080.0,690.0,1.0,690.0,1.0,,0.0,,0.0,,1.0,0.0,47.75407937290903,2371.2638630136985,0.286,50.066,97.889,1.0,42.388467738015144,44.06877380187304,43.0998238826273,3.913342134994044,2.003334413910689,0.8731754507223433,1.0
Laos,812,2003,,2.0,,812,1.0,5.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,,0.092,2.447,95.429,1.0,42.388467738015144,44.06877380187304,43.0998238826273,0.8948627844605347,0.23074012503401078,,0.0
Libya,620,2003,,5.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,1485.0,0.072,15.105,93.111,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.7150258148386355,-1.0020640125186968,0.5481837472503389,0.0
Nigeria,475,2003,97.89667810493678,3.0,0.0,475,0.0,14.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,47.75407937290903,2298.7848616438355,0.434,2.404,82.75,1.0,42.388467738015144,44.06877380187304,43.0998238826273,0.8771340166729611,0.6609719637723164,0.8505652072186383,1.0
Oman,698,2003,76.82453039642331,3.0,0.0,698,0.0,1131.0,698.0,1.0,698.0,1.0,,0.0,,0.0,,,0.0,47.75407937290903,819.5090410958906,0.153,22.779,96.667,1.0,42.388467738015144,44.06877380187304,43.0998238826273,3.1258390588992064,1.701335346709507,0.18094266288038813,0.0
Qatar,694,2003,92.32409246871217,4.0,0.0,694,0.0,7369.0,694.0,1.0,694.0,1.0,,0.0,,0.0,,,0.0,47.75407937290903,947.3885863703218,0.041,70.807,98.667,1.0,42.388467738015144,44.06877380187304,43.0998238826273,4.2599578658688495,1.8837147836389516,0.2661262120124297,0.0
Russia,365,2003,54.50751990171817,49.0,0.0,365,0.0,78.0,365.0,7.0,365.0,7.0,365.0,4.0,365.0,4.0,,,1.0,47.75407937290903,8602.47518750685,0.342,14.698,98.333,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.6877114301066793,1.2104578130282138,1.9622920516154405,0.0
Saudi Arabia,670,2003,89.67784926594686,6.0,0.0,670,0.0,2155.0,670.0,2.0,670.0,2.0,,0.0,,0.0,,2.0,0.0,47.75407937290903,9628.159976346153,0.018,23.872,99.091,1.0,42.388467738015144,44.06877380187304,43.0998238826273,3.17270622402135,1.7749501756574564,2.073010947749565,2.0
Syria,652,2003,71.34500377041458,5.0,0.0,652,0.0,9.0,652.0,1.0,652.0,1.0,652.0,3.0,652.0,3.0,1.0,3.0,0.0,47.75407937290903,652.0000000000001,0.152,4.499,88.636,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.5038551498590351,0.48395965944824365,0.0520417734102424,4.0
Trinidad and Tobago,52,2003,68.2654581398313,2.0,1.0,52,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,163.55399178082192,0.756,21.558,98.5,1.0,42.388467738015144,44.06877380187304,43.0998238826273,3.0707469773594367,0.3109571970130073,-0.6023511031698001,0.0
Turkmenistan,701,2003,,8.0,0.0,701,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,175.73150684931505,0.07,7.454,99.111,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.0087508010570665,0.23074012503401078,-0.5731089197459412,0.0
United Arab Emirates,696,2003,48.27282673319555,4.0,0.0,696,0.0,1532.0,696.0,1.0,696.0,1.0,,0.0,,0.0,,,0.0,47.75407937290903,2722.489,0.024,91.794,95.2,1.0,42.388467738015144,44.06877380187304,43.0998238826273,4.519546936013297,1.7376200579487975,0.9756769510294487,0.0
Venezuela,101,2003,82.24271099488149,3.0,0.0,101,1.0,21.0,101.0,3.0,101.0,3.0,,0.0,,0.0,,2.0,0.0,47.75407937290903,2868.5614871232874,0.484,8.768,91.231,1.0,42.388467738015144,44.06877380187304,43.0998238826273,2.1711087302056598,0.8108898213831084,1.0152832686643072,2.0
Yemen People's Republic,680,2003,93.79278481021515,0.0,1.0,,,23.0,,0.0,,0.0,,0.0,,0.0,,,0.0,47.75407937290903,450.5455287671232,0.282,2.778,73.8,1.0,42.388467738015144,44.06877380187304,43.0998238826273,1.021731244332152,0.8427915363117606,-0.14298562589635402,0.0
Algeria,615,2004,98.1581027723641,6.0,0.0,615,0.0,10.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,61.72808258528222,1920.6624590163933,0.338,10.5,83.429,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.3513752571634776,0.5273711787880445,0.7226680490220699,1.0
Angola,540,2004,,7.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,61.72808258528222,1106.4412076502729,0.176,3.495,88.625,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.2513333756857736,-1.0020640125186968,0.3603710743327864,0.0
Azerbaijan,373,2004,82.21637514650538,11.0,0.0,373,0.0,6.0,373.0,1.0,373.0,1.0,373.0,13.0,373.0,13.0,,1.0,0.0,61.72808258528222,308.6536885245902,0.223,5.118,83.462,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.6327637377375972,0.3109571970130073,-0.32669250897573776,1.0
Congo,484,2004,,4.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,225.0,0.255,3.143,84.6,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.1451777578154305,-1.0020640125186968,-0.4687971387673454,0.0
Gabon,481,2004,76.18339320623932,4.0,1.0,481,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,61.72808258528222,273.0,0.349,11.278,86.714,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.4228539253849903,-0.45168576733783894,-0.38306412759800795,1.0
Iran,630,2004,78.95868775432464,1.0,0.0,630,0.0,1.0,630.0,3.0,630.0,3.0,630.0,5.0,630.0,5.0,3.0,1.0,0.0,61.72808258528222,4215.802732617486,0.206,9.686,91.611,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.2706815439810373,-0.45168576733783894,1.3215549638882815,4.0
Iraq,645,2004,96.00613585722012,2.0,0.0,,,134000.0,645.0,1.0,645.0,1.0,645.0,1.0,645.0,1.0,4.0,2.0,3.0,61.72808258528222,2030.0,0.215,5.836,67.0,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.7640456306605392,2.031890136228291,0.7615321421961305,6.0
Kazakhstan,705,2004,64.25558668040384,22.0,1.0,705,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,61.72808258528222,1247.80887431694,0.247,11.9,98.333,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.4765384001174837,0.4346195033231767,0.435642531634628,1.0
Kuwait,690,2004,94.59859657239704,3.0,0.0,690,0.0,87544.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,61.72808258528222,2520.2198360655743,0.285,56.144,97.889,1.0,47.75407937290903,50.623543232068805,48.871211204524705,4.027919818840859,2.0168441870438563,0.9180020500477432,1.0
Laos,812,2004,,2.0,,812,1.0,4.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,,0.092,2.555,95.429,1.0,47.75407937290903,50.623543232068805,48.871211204524705,0.9380522236556679,0.13134063675187377,,0.0
Libya,620,2004,,5.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,1622.2551010000002,0.073,15.98,93.111,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.7713379403381286,-1.0020640125186968,0.6070297441980478,0.0
Nigeria,475,2004,,3.0,0.0,475,0.0,16.0,,0.0,,0.0,,0.0,,0.0,,1.0,2.0,61.72808258528222,2486.5524644808743,0.418,2.685,82.75,1.0,47.75407937290903,50.623543232068805,48.871211204524705,0.9876807279608281,0.711723131457646,0.9080546086055501,1.0
Oman,698,2004,91.0888368510134,3.0,0.0,698,0.0,34.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,779.7396174863387,0.158,23.979,96.667,1.0,47.75407937290903,50.623543232068805,48.871211204524705,3.1771784473119915,0.9725734793264044,0.15234272930331777,0.0
Qatar,694,2004,87.60155019379302,4.0,0.0,694,0.0,10137.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,1078.561561438105,0.041,76.865,98.667,1.0,47.75407937290903,50.623543232068805,48.871211204524705,4.342050636364562,1.906390299355809,0.3446505102769872,0.0
Russia,365,2004,54.69667896450534,51.0,0.0,365,0.0,84.0,365.0,6.0,365.0,6.0,365.0,1.0,365.0,1.0,,,1.0,61.72808258528222,9335.081578797815,0.319,15.939,98.333,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.7687689361369157,1.2293381559306331,2.0423522125362004,0.0
Saudi Arabia,670,2004,89.82017747121829,6.0,0.0,670,0.0,420.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,61.72808258528222,10305.911224365384,0.018,25.611,99.091,1.0,47.75407937290903,50.623543232068805,48.871211204524705,3.243021946696279,1.5594174281840358,2.141217181853047,2.0
Syria,652,2004,67.6287275526281,5.0,0.0,652,0.0,9.0,,0.0,,0.0,652.0,3.0,652.0,3.0,1.0,3.0,0.0,61.72808258528222,487.0,0.152,4.976,88.636,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.6046263554368783,0.48395965944824365,-0.10324529914355321,4.0
Trinidad and Tobago,52,2004,60.20637012558453,2.0,1.0,52,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,152.09471584699455,0.756,23.726,98.5,1.0,47.75407937290903,50.623543232068805,48.871211204524705,3.1665714932389113,0.23074012503401078,-0.6314529645467158,0.0
Turkmenistan,701,2004,,8.0,0.0,701,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,186.0109289617486,0.071,8.043,99.111,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.084802147921932,0.3109571970130073,-0.549624065269446,0.0
United Arab Emirates,696,2004,54.05863478678894,4.0,0.0,696,0.0,2174.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,2821.5799999999995,0.02,91.512,95.2,1.0,47.75407937290903,50.623543232068805,48.871211204524705,4.516470111223373,1.7758649082858178,1.0027197020726777,0.0
Venezuela,101,2004,83.41983381544009,3.0,0.0,101,1.0,28.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,61.72808258528222,3305.899817543589,0.475,9.756,91.231,1.0,47.75407937290903,50.623543232068805,48.871211204524705,2.2778824803536737,0.9095798201511706,1.1251443227483964,2.0
Yemen People's Republic,680,2004,94.02735326084148,0.0,1.0,,,22.0,,0.0,,0.0,,0.0,,0.0,,,0.0,61.72808258528222,423.6927387978144,0.287,2.995,72.538,1.0,47.75407937290903,50.623543232068805,48.871211204524705,1.0969442315674127,0.8272834748889629,-0.17389144190403158,0.0
