StateNme,code,year,TX.VAL.FUEL.ZS.UN,kane,mie_init_2,mie_target_2,mie_init_4,mie_target_4,v2x_polyarchy,v2x_accountability,v2svstterr,e_gdp,e_gdppc,e_pop,e_pt_coup_attempts,v2ex_hogw,v2svindep,miller,opec,for_priv,dom_for_priv,dom_priv,dom_for_pub,dom_pub,revolutionaryleader,number,nsa,oil production - barrels,hog_right,leader_right,price,price_lagged1,rolling_mean_3,rolling_mean_5,milex,milper,cinc,event_x,log_gdppc,log_gdp,log_pop,troops_yj,prod_yj,right,share,cumulative_mean_share,id,ccode1,hostlev,days,price2023,event_y,tstart,tstop
Iraq,645.0,1964.0,,17.0,0.0,0.0,0.0,0.0,0.069,-0.779,89.0,6331.47,7.536,840.223,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,,0.0,0.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,190143.0,80.0,0.0020567654,,2.019691537274062,8.753287715665744,6.733667332795267,0.5346935055958519,,0.0,,0.29036666666666666,,,,,,,,
Kuwait,690.0,1964.0,,0.0,0.0,0.0,0.0,0.0,0.227,0.55,98.333,1990.985,43.719,45.547,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,28003.0,2.0,0.0011363445,,3.7777827902196695,7.5963847701332545,3.818744759846541,-1.125178511956645,,1.0,,1.0,,,,,,,,
Laos,812.0,1964.0,390.4576994599022,41.0,5.0,3.0,4.0,2.0,0.224,-0.157,58.8,206.782,0.804,257.192,1.0,0.5,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,,1.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,14500.0,91.0,0.00089331105,6.0,-0.21815600980317063,5.331665098227064,5.5498228876806515,0.8459178539167922,,1.0,,,,,,,,,,
Libya,620.0,1964.0,99.16573876052448,3722.0,0.0,0.0,0.0,0.0,0.139,-0.369,88.167,1315.988,7.654,171.93,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,15122.0,16.0,0.0003304932,,2.0352283870035106,7.182342993302655,5.147087417231756,1.7764178372922153,,1.0,1.0,0.7142857142857143,,,,,,,,
Nigeria,475.0,1964.0,13.413658958528224,9.0,0.0,0.0,0.0,0.0,0.251,0.218,77.333,10700.15,2.101,5093.732,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,53206.0,25.0,0.0042616031,,0.7424134218628634,9.278013039043325,8.535766043240598,0.28023324246145764,,1.0,1.0,0.5769230769230769,,,,,,,,
Oman,698.0,1964.0,,0.0,0.0,0.0,0.0,0.0,0.008,-1.655,83.143,165.692,2.464,67.229,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,,1.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,,,,,0.9017860456712733,5.11013064324286,4.208104702058258,-1.125178511956645,,1.0,1.0,1.0,,,,,,,,
Saudi Arabia,670.0,1964.0,,274.0,1.0,0.0,0.0,0.0,0.014,-1.294,93.2,5802.78,11.056,524.887,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,1.0,1.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,122426.0,40.0,0.0015779716,,2.402973267025314,8.666092392046828,6.263183001329343,1.3534047442768768,,1.0,1.0,1.0,,,,,,,,
Syria,652.0,1964.0,,10.0,15.0,5.0,14.0,3.0,0.144,-0.527,92.75,1676.363,3.117,537.881,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,90576.0,80.0,0.0014309823,17.0,1.1368710007852,7.424381844702598,6.287637346104681,0.323867648988448,,0.0,,0.10946666666666668,,,,,,,,
Syria,652.0,1964.0,,10.0,15.0,5.0,14.0,3.0,0.144,-0.527,92.75,1676.363,3.117,537.881,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,90576.0,80.0,0.0014309823,17.0,1.1368710007852,7.424381844702598,6.287637346104681,0.323867648988448,,0.0,,0.10946666666666668,,,,,,,,
Trinidad and Tobago,52.0,1964.0,,227.0,0.0,0.0,0.0,0.0,0.553,0.835,96.667,960.078,9.905,96.958,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,2865.0,1.0,0.00095971138,,2.2930396801505144,6.86701453116128,4.574277895045557,1.3120605301311006,,0.0,,0.016666666666666666,,,,,,,,
Venezuela,101.0,1964.0,91.0995448082283,105.0,0.0,0.0,0.0,0.0,0.639,1.005,90.0,9033.954,9.495,951.741,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,194030.0,35.0,0.0065333503,,2.250765344264249,9.108745424326447,6.85829293895312,1.1232901117782172,,0.0,,0.19805312499999997,,,,,,,,
Yemen People's Republic,680.0,1964.0,,2.0,0.0,0.0,0.0,0.0,0.025,-0.982,70.0,867.482,1.357,639.314,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,17.682840744692676,17.90898871691744,17.907610119954896,18.329251738473168,,,,,0.30527638085273207,6.765594762326206,6.460395726484881,-0.3618909283587072,,,,,,,,,,,,
Algeria,615.0,1965.0,,8.0,0.0,0.0,0.0,0.0,0.133,-0.752,76.0,6432.335,4.806,1338.827,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,569.9438356164384,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,99251.0,60.0,0.0017894357,,1.5698651373142771,8.769092892835847,7.199549136447827,0.23087061194390485,-0.2913997400775957,0.0,0.25,0.829375,,,,,,,,
Congo,484.0,1965.0,2.669328855341501,2.0,0.0,1.0,0.0,0.0,0.131,-0.402,76.6,194.061,1.642,118.211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3772054794520547,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,5003.0,4.0,0.00013851747,,0.49591501103023644,5.268172542629326,4.772471163247695,-0.3618909283587072,-3.0095389262564542,0.0,,0.38333333333333336,,,,,,,,
Gabon,481.0,1965.0,15.339466583126324,0.0,0.0,0.0,0.0,0.0,0.138,-0.461,86.714,307.91,5.685,54.172,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.334657534246578,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,3002.0,1.0,3.5260771e-05,,1.7378311272024993,5.7298075324803515,3.9921641697931247,-1.125178511956645,-2.0268995240490493,1.0,,,,,,,,,,
Iran,630.0,1965.0,86.72392673715737,588.0,2.0,18.0,0.0,14.0,0.111,-0.863,96.0,12157.807,4.646,2617.301,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1908.0,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,276449.0,205.0,0.0063259369,,1.5360066343482173,9.405726793861236,7.869898913111437,1.5042166373397663,0.579348898350929,1.0,1.0,1.0,,,,,,,,
Iraq,645.0,1965.0,,10.0,18.0,2.0,14.0,0.0,0.073,-0.756,89.0,6637.165,7.664,866.018,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1313.0000000000002,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,226827.0,90.0,0.0024434661,,2.0365340406685593,8.800440193466708,6.763905693565825,0.323867648988448,0.29666291008466084,0.0,,0.29036666666666666,,,,,,,,
Kuwait,690.0,1965.0,,0.0,0.0,0.0,0.0,0.0,0.233,0.57,98.333,2162.701,42.888,50.423,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2371.0000000000005,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,30524.0,8.0,0.0012643061,,3.7585920665252366,7.679113182463517,3.920447420188041,-1.125178511956645,0.7494678114800982,1.0,,1.0,,,,,,,,
Laos,812.0,1965.0,449.7151434176194,22.0,1.0,0.0,1.0,0.0,0.168,-0.133,58.8,214.08,0.815,262.824,3.0,0.5,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,26600.0,86.0,0.00089210825,,-0.2045671657412744,5.366349776939864,5.571484606641568,0.6310507760273294,,1.0,,,,,,,,,,
Libya,620.0,1965.0,99.40375450753017,3370.0,0.0,0.0,0.0,0.0,0.14,-0.33,88.167,1652.669,9.252,178.649,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1220.0,0.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,20442.0,17.0,0.00034250025,,2.2248397443691927,7.410146835785651,5.185422986916669,1.7645116835096981,0.24254287680887435,1.0,1.0,0.7333333333333333,,,,,,,,
Nigeria,475.0,1965.0,25.881656330182828,6.0,0.0,0.0,0.0,0.0,0.233,0.217,77.333,11066.325,2.119,5223.233,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.2,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,63568.0,25.0,0.0043846257,,0.7509442792861621,9.311661992265899,8.560871837818464,0.10817956814405515,-0.7612499373002435,1.0,1.0,0.5947368421052632,,,,,,,,
Oman,698.0,1965.0,,0.0,0.0,0.0,0.0,0.0,0.007,-1.686,83.143,173.518,2.536,68.423,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,,,,,0.9305880365749795,5.156281340403323,4.225709025416627,-1.125178511956645,,1.0,,1.0,,,,,,,,
Saudi Arabia,670.0,1965.0,,263.0,3.0,4.0,0.0,1.0,0.014,-1.3,93.2,6535.13,12.065,541.686,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2219.3,1.0,1.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,132260.0,40.0,0.0016511257,,2.490308699076995,8.78494751874493,6.294686497766465,1.3445511085466646,0.6972337808745485,1.0,1.0,1.0,,,,,,,,
Syria,652.0,1965.0,,6.0,10.0,2.0,10.0,2.0,0.144,-0.522,95.25,1708.765,3.066,557.455,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,95550.0,70.0,0.0013917432,12.0,1.1203737804496223,7.443526166346374,6.323381782587653,0.10817956814405515,,0.0,,0.10946666666666668,,,,,,,,
Syria,652.0,1965.0,,6.0,10.0,2.0,10.0,2.0,0.144,-0.522,95.25,1708.765,3.066,557.455,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,95550.0,70.0,0.0013917432,12.0,1.1203737804496223,7.443526166346374,6.323381782587653,0.10817956814405515,,0.0,,0.10946666666666668,,,,,,,,
Trinidad and Tobago,52.0,1965.0,,232.0,0.0,0.0,0.0,0.0,0.553,0.836,96.667,971.235,9.938,97.749,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,2515.0,1.0,0.00095956592,,2.296365793180129,6.8785684575471535,4.582402968634118,1.316937517752231,-1.1785174084700494,0.0,,0.016666666666666666,,,,,,,,
Venezuela,101.0,1965.0,92.51855671562056,94.0,0.0,0.0,0.0,0.0,0.641,1.037,90.0,9492.441,9.654,983.376,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3503.0,0.0,0.0,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,163111.0,50.0,0.006706283,,2.2673723372383012,9.158251076653405,6.890991549554953,1.0934623538887147,1.066197064435149,0.0,0.0,0.1940112244897959,,,,,,,,
Yemen People's Republic,680.0,1965.0,,0.0,0.0,0.0,0.0,0.0,0.024,-1.006,70.0,892.327,1.371,651.062,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,17.406911775372127,17.682840744692676,17.66624707899408,17.895618515377883,,,,,0.31554040058017735,6.793832657329857,6.478604875768948,-1.125178511956645,,,,,,,,,,,,
Algeria,615.0,1966.0,59.29276526736608,8.0,0.0,0.0,0.0,0.0,0.085,-1.022,76.0,6433.045,4.711,1365.883,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,733.5931506849315,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,99251.0,75.0,0.0018812284,,1.549900199717904,8.769203266567631,7.219556384925098,0.23087061194390485,-0.11960100990842432,0.0,,0.829375,,,,,,,,
Congo,484.0,1966.0,2.862257380706507,0.0,0.0,0.0,0.0,0.0,0.131,-0.39,74.4,200.089,1.65,121.299,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2026301369863015,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,7737.0,5.0,0.00014364517,,0.5007752879124892,5.298762267564901,4.798258571892939,-1.125178511956645,-3.0364063610767227,0.0,,0.38333333333333336,,,,,,,,
Gabon,481.0,1966.0,15.672094039542763,0.0,0.0,0.0,0.0,0.0,0.131,-0.479,86.714,315.632,5.751,54.896,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.979643835616443,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,3002.0,1.0,3.6955578e-05,,1.749373752731617,5.754576978001513,4.005440486116094,-1.125178511956645,-1.9656736940118655,1.0,,,,,,,,,,
Iran,630.0,1966.0,87.27069374634996,598.0,1.0,1.0,1.0,0.0,0.111,-0.861,96.0,13399.756,4.982,2690.418,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2132.0,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,314851.0,210.0,0.0061970702,,1.6058314168399888,9.502991776817995,7.89745185085863,1.5072606027127984,0.6657275414231033,1.0,,1.0,,,,,,,,
Iraq,645.0,1966.0,,10.0,1.0,2.0,0.0,1.0,0.077,-0.708,89.0,6764.169,7.57,893.567,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1392.0000000000002,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,234948.0,90.0,0.0025024682,,2.0241930674493576,8.819394694922194,6.795221317798245,0.323867648988448,0.3400405850821563,0.0,,0.29036666666666666,,,,,,,,
Kuwait,690.0,1966.0,,0.0,0.0,0.0,0.0,0.0,0.292,0.585,98.333,2379.506,42.783,55.631,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2505.0,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,35004.0,8.0,0.0012633621,,3.7561408274227395,7.774648182096124,4.018740599837915,-1.125178511956645,0.7932085148605315,1.0,,1.0,,,,,,,,
Laos,812.0,1966.0,385.2695110545758,19.0,3.0,1.0,3.0,1.0,0.17,-0.133,58.8,220.278,0.82,268.497,1.0,0.5,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,35000.0,93.0,0.00088694843,4.0,-0.19845093872383832,5.394890384999513,5.592839740702141,0.576777509010879,,1.0,,,,,,,,,,
Libya,620.0,1966.0,99.62228313038246,2940.0,0.0,0.0,0.0,0.0,0.143,-0.324,88.167,2012.174,10.842,185.561,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1508.0000000000002,0.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,42005.0,20.0,0.00039488883,,2.3834274808381464,7.606971008593674,5.223383668961499,1.7477031597617256,0.3999521241108705,1.0,,0.7333333333333333,,,,,,,,
Nigeria,475.0,1966.0,33.418308417158315,8.0,0.0,0.0,0.0,0.0,0.214,0.191,77.333,10827.177,2.025,5349.185,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,417.6,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,61327.0,30.0,0.0044657835,,0.7055697005585024,9.289814641196113,8.584699491837078,0.23087061194390485,-0.49613318004648854,1.0,1.0,0.6478260869565218,,,,,,,,
Oman,698.0,1966.0,,0.0,0.0,0.0,0.0,0.0,0.007,-1.684,83.143,202.776,2.899,69.938,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,,,,,1.0643658499395185,5.312101921518654,4.247609135286981,-1.125178511956645,,1.0,,1.0,,,,,,,,
Saudi Arabia,670.0,1966.0,,246.0,0.0,4.0,0.0,1.0,0.014,-1.288,93.2,7307.76,13.127,556.674,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2617.8000000000006,1.0,1.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,178796.0,45.0,0.0017438296,,2.5746711778212705,8.896692076236134,6.321979790308614,1.3299355660920793,0.828456067035168,1.0,,1.0,,,,,,,,
Syria,652.0,1966.0,,5.0,32.0,13.0,25.0,5.0,0.106,-0.562,95.25,1683.096,2.941,572.432,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,82723.0,80.0,0.0014045165,30.0,1.078749659571858,7.428390233562248,6.349893951081237,0.029335942094017995,,0.0,,0.10946666666666668,,,,,,,,
Syria,652.0,1966.0,,5.0,32.0,13.0,25.0,5.0,0.106,-0.562,95.25,1683.096,2.941,572.432,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,82723.0,80.0,0.0014045165,30.0,1.078749659571858,7.428390233562248,6.349893951081237,0.029335942094017995,,0.0,,0.10946666666666668,,,,,,,,
Trinidad and Tobago,52.0,1966.0,,196.0,0.0,0.0,0.0,0.0,0.557,0.9,96.667,1029.33,10.345,99.531,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,2515.0,1.0,0.00096004835,,2.3365033111975064,6.936663384129345,4.600469153429442,1.2785625977218766,-1.1074084133290965,0.0,,0.016666666666666666,,,,,,,,
Venezuela,101.0,1966.0,93.40115763203887,97.0,1.0,0.0,1.0,0.0,0.641,1.035,90.0,9785.979,9.637,1015.7,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3402.0,0.0,0.0,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,176889.0,40.0,0.0062614419,,2.2656098568691503,9.188705925924019,6.923333308945455,1.1020031801011008,1.0419503666083287,0.0,0.6,0.1981121212121212,,,,,,,,
Yemen People's Republic,680.0,1966.0,,2.0,0.0,0.0,0.0,0.0,0.024,-1.007,70.0,919.858,1.39,661.82,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,16.897441248644554,17.406911775372127,17.329064589569786,17.60543667677627,,,,,0.3293037471426003,6.824219310304147,6.494993615641334,-0.3618909283587072,,,,,,,,,,,,
Algeria,615.0,1967.0,,0.0,0.0,0.0,0.0,0.0,0.085,-1.028,76.0,6980.198,4.935,1414.943,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,842.6643835616438,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,99251.0,75.0,0.0018976856,,1.596352672885445,8.850832562116267,7.254844526580457,-1.125178511956645,-0.023055133877364742,0.0,,0.829375,,,,,,,,
Congo,484.0,1967.0,1.495412523528758,0.0,0.0,0.0,0.0,0.0,0.132,-0.396,74.4,209.886,1.686,124.488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9698630136986304,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,8985.0,5.0,0.00014149662,,0.5223588595796637,5.346564526174325,4.8242093257172085,-1.125178511956645,-3.075318820466665,0.0,,0.38333333333333336,,,,,,,,
Gabon,481.0,1967.0,30.227072329138092,0.0,0.0,0.0,0.0,0.0,0.135,-0.565,86.714,334.482,5.976,55.987,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,68.99438356164384,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,3002.0,1.0,4.5212008e-05,,1.787751447830516,5.812583066461191,4.0251195209286825,-1.125178511956645,-1.5414857368938486,1.0,,,,,,,,,,
Iran,630.0,1967.0,90.37252785488992,586.0,0.0,0.0,0.0,0.0,0.111,-0.849,96.0,14926.748,5.399,2764.726,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2603.0,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,410231.0,210.0,0.0062845824,,1.68621375123615,9.61091005033089,7.92469681320525,1.503600212581912,0.8239087029766422,1.0,1.0,1.0,,,,,,,,
Iraq,645.0,1967.0,,0.0,3.0,1.0,0.0,0.0,0.079,-0.664,89.0,6539.612,7.133,916.979,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1227.9999999999998,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,248950.0,90.0,0.0023475403,,1.964731903295901,8.785633115474191,6.821084571230879,-1.125178511956645,0.24733893137089438,0.0,,0.29036666666666666,,,,,,,,
Kuwait,690.0,1967.0,,5.0,2.0,2.0,0.0,0.0,0.261,0.396,98.333,2639.731,43.127,61.218,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2522.0,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,54327.0,8.0,0.0012456992,,3.7641492510877472,7.878432297009428,4.114441263921223,0.029335942094017995,0.7986091991533838,1.0,,1.0,,,,,,,,
Laos,812.0,1967.0,222.79459147694044,20.0,2.0,0.0,2.0,0.0,0.239,-0.116,54.8,226.814,0.826,274.442,0.0,0.5,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,38000.0,62.0,0.00064339838,,-0.19116050546115904,5.42413029834354,5.614739945363546,0.595922680843488,,1.0,,,,,,,,,,
Libya,620.0,1967.0,99.78369966010835,3057.0,0.0,0.0,0.0,0.0,0.141,-0.33,88.167,2390.562,12.323,193.979,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1733.0000000000002,0.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,35564.0,20.0,0.00079655112,,2.511467434955986,7.779283763726479,5.267749905781472,1.7525624256119297,0.5053946315929916,1.0,1.0,0.7777777777777778,,,,,,,,
Nigeria,475.0,1967.0,30.8441881300583,8.0,0.0,0.0,0.0,0.0,0.181,-0.151,77.333,10105.466,1.864,5421.754,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,319.1,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,88491.0,35.0,0.0044944235,,0.6227247162633995,9.220831744558687,8.598174658317415,0.23087061194390485,-0.6672113251346217,1.0,1.0,0.6837931034482759,,,,,,,,
Oman,698.0,1967.0,,0.0,0.0,0.0,0.0,0.0,0.007,-1.681,83.143,287.208,3.97,72.362,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,56.99999999999999,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,,,,,1.3787660946990992,5.660206691939325,4.281681299725006,-1.125178511956645,-1.6391862173700489,1.0,,1.0,,,,,,,,
Saudi Arabia,670.0,1967.0,,227.0,3.0,19.0,2.0,10.0,0.014,-1.304,93.2,8161.676,14.183,575.48,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2824.9999999999995,1.0,1.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,301189.0,50.0,0.0024324106,12.0,2.6520440643124705,9.007204819024935,6.355204475168832,1.3120605301311006,0.889845937163574,1.0,1.0,1.0,,,,,,,,
Syria,652.0,1967.0,,0.0,19.0,7.0,14.0,1.0,0.1,-0.95,92.75,1785.895,3.01,593.365,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,95812.0,80.0,0.0013998736,15.0,1.1019400787607843,7.487674969114704,6.385809723980368,-1.125178511956645,,0.0,,0.10946666666666668,,,,,,,,
Syria,652.0,1967.0,,0.0,19.0,7.0,14.0,1.0,0.1,-0.95,92.75,1785.895,3.01,593.365,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,95812.0,80.0,0.0013998736,15.0,1.1019400787607843,7.487674969114704,6.385809723980368,-1.125178511956645,,0.0,,0.10946666666666668,,,,,,,,
Trinidad and Tobago,52.0,1967.0,,0.0,0.0,0.0,0.0,0.0,0.576,0.902,96.667,1080.193,10.778,100.253,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,179.0,0.0,0.0,16.441552191301454,16.897441248644554,16.91530173843938,17.26754693538565,2632.0,1.0,0.0008934958,,2.377507019511305,6.984895007856364,4.6076969909259615,-1.125178511956645,-1.0166853746866964,0.0,,0.016666666666666666,,,,,,,,
